[juillet 16, 2018 | 18:22:26.685] Spider was attacked by FiddleLaFete
[August 16, 2018 | 01:38:54.135] Chopov was placed into combat by an unknown source (expansion?)
[August 16, 2018 | 01:38:54.741] Zombie was attacked by Chopov
[August 16, 2018 | 01:38:54.741] Zombie was attacked by Chopov
[August 16, 2018 | 01:38:54.742] Zombie was attacked by Chopov
[August 16, 2018 | 01:38:55.441] Zombie was attacked by Chopov
[August 16, 2018 | 01:38:55.441] Zombie was attacked by Chopov
[August 16, 2018 | 01:38:55.441] Zombie was attacked by Chopov
[August 16, 2018 | 01:38:55.442] Zombie was attacked by Chopov
[August 16, 2018 | 01:38:56.141] Zombie was attacked by Chopov
[August 16, 2018 | 01:38:56.141] Zombie was attacked by Chopov
[August 16, 2018 | 01:38:56.142] Zombie was attacked by Chopov
[August 16, 2018 | 01:38:56.142] Zombie was attacked by Chopov
[August 16, 2018 | 01:38:56.891] Zombie was attacked by Chopov
[August 16, 2018 | 01:38:56.891] Zombie was attacked by Chopov
[August 16, 2018 | 01:38:56.891] Zombie was attacked by Chopov
[August 16, 2018 | 01:38:57.642] Zombie was attacked by Chopov
[August 16, 2018 | 01:38:57.642] Zombie was attacked by Chopov
[August 16, 2018 | 01:38:57.643] Zombie was attacked by Chopov
[August 16, 2018 | 01:38:58.342] Zombie was attacked by Chopov
[August 16, 2018 | 01:38:58.342] Zombie was attacked by Chopov
[August 16, 2018 | 01:38:58.343] Zombie was attacked by Chopov
[August 16, 2018 | 01:38:59.092] Zombie was attacked by Chopov
[August 16, 2018 | 01:38:59.092] Zombie was attacked by Chopov
[August 16, 2018 | 01:38:59.093] Zombie was attacked by Chopov
[August 16, 2018 | 01:39:00.344] Chopov was attacked by Snow Golem
[August 16, 2018 | 01:39:00.345] Chopov was placed into combat by an unknown source (expansion?)
[August 16, 2018 | 01:39:00.543] Zombie was attacked by Chopov
[August 16, 2018 | 01:39:00.544] Zombie was attacked by Chopov
[August 16, 2018 | 01:39:01.595] Chopov was attacked by Snow Golem
[August 16, 2018 | 01:39:01.595] Chopov was placed into combat by an unknown source (expansion?)
[August 16, 2018 | 01:39:01.943] Zombie was attacked by Chopov
[August 16, 2018 | 01:39:02.744] Zombie was attacked by Chopov
[August 16, 2018 | 01:40:34.077] Zombie was attacked by Chopov
[August 16, 2018 | 01:40:34.078] Zombie was attacked by Chopov
[August 16, 2018 | 01:40:34.078] Zombie was attacked by Chopov
[August 16, 2018 | 01:40:34.783] Zombie was attacked by Chopov
[August 16, 2018 | 01:40:34.784] Zombie was attacked by Chopov
[August 16, 2018 | 01:40:34.784] Zombie was attacked by Chopov
[August 16, 2018 | 01:40:35.436] Zombie was attacked by Chopov
[August 16, 2018 | 01:40:35.437] Zombie was attacked by Chopov
[August 16, 2018 | 01:40:35.437] Zombie was attacked by Chopov
[August 16, 2018 | 01:40:36.087] Zombie was attacked by Chopov
[August 16, 2018 | 01:40:36.088] Zombie was attacked by Chopov
[August 16, 2018 | 01:40:36.088] Zombie was attacked by Chopov
[August 16, 2018 | 01:40:36.737] Zombie was attacked by Chopov
[August 16, 2018 | 01:40:36.738] Zombie was attacked by Chopov
[August 16, 2018 | 01:40:36.742] Zombie was attacked by Chopov
[August 16, 2018 | 01:40:38.188] Zombie was attacked by Chopov
[August 16, 2018 | 01:40:38.189] Zombie was attacked by Chopov
[August 16, 2018 | 01:40:38.891] Zombie was attacked by Chopov
[August 16, 2018 | 01:40:38.891] Zombie was attacked by Chopov
[August 16, 2018 | 01:40:39.641] Zombie was attacked by Chopov
[August 16, 2018 | 01:40:39.641] Zombie was attacked by Chopov
[August 16, 2018 | 01:40:40.541] Zombie was attacked by Chopov
[August 16, 2018 | 01:40:41.291] Zombie was attacked by Chopov
[August 16, 2018 | 01:42:15.191] Zombie was attacked by Chopov
[August 16, 2018 | 01:42:15.792] Zombie was attacked by Chopov
[August 16, 2018 | 01:42:16.296] Chopov was attacked by Snow Golem
[August 16, 2018 | 01:42:16.296] Chopov was placed into combat by an unknown source (expansion?)
[August 16, 2018 | 01:42:16.443] Zombie was attacked by Chopov
[August 16, 2018 | 01:42:16.444] Zombie was attacked by Chopov
[August 16, 2018 | 01:42:17.094] Zombie was attacked by Chopov
[August 16, 2018 | 01:42:17.094] Zombie was attacked by Chopov
[August 16, 2018 | 01:42:17.794] Zombie was attacked by Chopov
[August 16, 2018 | 01:42:17.796] Zombie was attacked by Chopov
[August 16, 2018 | 01:42:18.400] Chopov was attacked by Snow Golem
[August 16, 2018 | 01:42:18.401] Chopov was placed into combat by an unknown source (expansion?)
[August 16, 2018 | 01:42:19.154] Zombie was attacked by Chopov
[August 16, 2018 | 01:42:19.857] Zombie was attacked by Chopov
[August 16, 2018 | 01:42:19.857] Zombie was attacked by Chopov
[August 16, 2018 | 01:42:20.508] Zombie was attacked by Chopov
[August 16, 2018 | 01:42:20.509] Zombie was attacked by Chopov
[August 16, 2018 | 01:42:21.158] Zombie was attacked by Chopov
[August 16, 2018 | 01:42:21.159] Zombie was attacked by Chopov
[August 16, 2018 | 01:42:21.759] Zombie was attacked by Chopov
[August 16, 2018 | 01:42:21.759] Zombie was attacked by Chopov
[August 16, 2018 | 01:42:22.459] Zombie was attacked by Chopov
[August 16, 2018 | 01:42:23.111] Zombie was attacked by Chopov
[August 16, 2018 | 01:42:24.163] Chopov was attacked by Snow Golem
[August 16, 2018 | 01:42:24.164] Chopov was placed into combat by an unknown source (expansion?)
[August 16, 2018 | 01:43:37.824] Zombie was attacked by Chopov
[August 16, 2018 | 01:43:38.475] Zombie was attacked by Chopov
[August 16, 2018 | 01:43:39.175] Zombie was attacked by Chopov
[August 16, 2018 | 01:43:41.380] Zombie was attacked by Chopov
[August 16, 2018 | 01:43:42.080] Zombie was attacked by Chopov
[August 16, 2018 | 01:43:42.680] Zombie was attacked by Chopov
[August 16, 2018 | 01:43:42.681] Zombie was attacked by Chopov
[August 16, 2018 | 01:43:43.380] Zombie was attacked by Chopov
[August 16, 2018 | 01:43:43.381] Zombie was attacked by Chopov
[August 16, 2018 | 01:43:44.080] Zombie was attacked by Chopov
[August 16, 2018 | 01:43:44.081] Zombie was attacked by Chopov
[August 16, 2018 | 01:43:44.780] Zombie was attacked by Chopov
[August 16, 2018 | 01:44:09.057] Zombie was attacked by Chopov
[August 16, 2018 | 01:44:09.807] Zombie was attacked by Chopov
[August 16, 2018 | 01:44:10.557] Zombie was attacked by Chopov
[August 16, 2018 | 01:44:11.609] Zombie was attacked by Chopov
[August 16, 2018 | 01:44:12.359] Zombie was attacked by Chopov
[August 16, 2018 | 01:44:12.360] Zombie was attacked by Chopov
[August 16, 2018 | 01:44:13.009] Zombie was attacked by Chopov
[August 16, 2018 | 01:44:13.010] Zombie was attacked by Chopov
[August 16, 2018 | 01:44:13.010] Zombie was attacked by Chopov
[August 16, 2018 | 01:44:13.773] Zombie was attacked by Chopov
[August 16, 2018 | 01:44:13.774] Zombie was attacked by Chopov
[August 16, 2018 | 01:44:13.775] Zombie was attacked by Chopov
[August 16, 2018 | 01:44:14.573] Zombie was attacked by Chopov
[August 16, 2018 | 01:44:14.574] Zombie was attacked by Chopov
[August 16, 2018 | 01:44:15.276] Chopov was attacked by Snow Golem
[August 16, 2018 | 01:44:15.276] Chopov was placed into combat by an unknown source (expansion?)
[August 16, 2018 | 01:44:15.323] Zombie was attacked by Chopov
[August 16, 2018 | 01:44:15.324] Zombie was attacked by Chopov
[August 16, 2018 | 01:44:16.624] Chopov was attacked by Snow Golem
[August 16, 2018 | 01:44:16.624] Chopov was placed into combat by an unknown source (expansion?)
[August 16, 2018 | 01:44:17.173] Zombie was attacked by Chopov
[August 16, 2018 | 01:44:17.882] Zombie was attacked by Chopov
[August 16, 2018 | 01:44:18.634] Zombie was attacked by Chopov
[August 16, 2018 | 01:44:19.844] Chopov was attacked by Snow Golem
[August 16, 2018 | 01:44:19.844] Chopov was placed into combat by an unknown source (expansion?)
[August 16, 2018 | 01:44:40.941] Zombie was attacked by Chopov
[August 16, 2018 | 01:44:41.541] Zombie was attacked by Chopov
[August 16, 2018 | 01:44:42.291] Zombie was attacked by Chopov
[August 16, 2018 | 01:44:43.441] Chopov was attacked by Snow Golem
[August 16, 2018 | 01:44:43.442] Chopov was placed into combat by an unknown source (expansion?)
[August 16, 2018 | 01:44:46.293] Zombie was attacked by Chopov
[August 16, 2018 | 01:44:46.996] Zombie was attacked by Chopov
[August 16, 2018 | 01:44:47.746] Zombie was attacked by Chopov
[August 16, 2018 | 01:44:47.747] Zombie was attacked by Chopov
[August 16, 2018 | 01:44:48.546] Zombie was attacked by Chopov
[August 16, 2018 | 01:44:48.547] Zombie was attacked by Chopov
[August 16, 2018 | 01:44:49.297] Zombie was attacked by Chopov
[August 16, 2018 | 01:44:49.298] Zombie was attacked by Chopov
[August 16, 2018 | 01:44:49.298] Zombie was attacked by Chopov
[August 16, 2018 | 01:44:50.097] Zombie was attacked by Chopov
[August 16, 2018 | 01:44:50.098] Zombie was attacked by Chopov
[August 16, 2018 | 01:44:50.098] Zombie was attacked by Chopov
[August 16, 2018 | 01:44:50.847] Zombie was attacked by Chopov
[August 16, 2018 | 01:44:50.848] Zombie was attacked by Chopov
[August 16, 2018 | 01:44:50.849] Zombie was attacked by Chopov
[August 16, 2018 | 01:44:51.553] Zombie was attacked by Chopov
[August 16, 2018 | 01:44:51.554] Zombie was attacked by Chopov
[August 16, 2018 | 01:44:53.021] Zombie was attacked by Chopov
[August 16, 2018 | 01:45:04.684] Zombie was attacked by Chopov
[August 16, 2018 | 01:45:05.435] Zombie was attacked by Chopov
[August 16, 2018 | 01:45:05.436] Zombie was attacked by Chopov
[August 16, 2018 | 01:45:05.436] Zombie was attacked by Chopov
[August 16, 2018 | 01:45:06.142] Zombie was attacked by Chopov
[August 16, 2018 | 01:45:06.142] Zombie was attacked by Chopov
[August 16, 2018 | 01:45:06.142] Zombie was attacked by Chopov
[August 16, 2018 | 01:45:06.892] Zombie was attacked by Chopov
[August 16, 2018 | 01:45:06.892] Zombie was attacked by Chopov
[August 16, 2018 | 01:45:06.893] Zombie was attacked by Chopov
[August 16, 2018 | 01:45:07.643] Zombie was attacked by Chopov
[August 16, 2018 | 01:45:07.643] Zombie was attacked by Chopov
[August 16, 2018 | 01:45:08.344] Chopov was attacked by Snow Golem
[August 16, 2018 | 01:45:08.344] Chopov was placed into combat by an unknown source (expansion?)
[August 16, 2018 | 01:45:08.443] Zombie was attacked by Chopov
[August 16, 2018 | 01:45:08.443] Zombie was attacked by Chopov
[August 16, 2018 | 01:45:09.243] Zombie was attacked by Chopov
[August 16, 2018 | 01:45:09.244] Zombie was attacked by Chopov
[August 16, 2018 | 01:45:10.295] Chopov was attacked by Snow Golem
[August 16, 2018 | 01:45:10.296] Chopov was placed into combat by an unknown source (expansion?)
[August 16, 2018 | 01:45:10.545] Zombie was attacked by Chopov
[August 16, 2018 | 01:45:58.797] Zombie was attacked by Chopov
[August 16, 2018 | 01:45:58.799] Zombie was attacked by Chopov
[August 16, 2018 | 01:45:59.499] Zombie was attacked by Chopov
[August 16, 2018 | 01:45:59.499] Zombie was attacked by Chopov
[August 16, 2018 | 01:45:59.500] Zombie was attacked by Chopov
[August 16, 2018 | 01:46:00.249] Zombie was attacked by Chopov
[August 16, 2018 | 01:46:00.250] Zombie was attacked by Chopov
[August 16, 2018 | 01:46:00.250] Zombie was attacked by Chopov
[August 16, 2018 | 01:46:00.952] Chopov was attacked by Snow Golem
[August 16, 2018 | 01:46:00.953] Chopov was placed into combat by an unknown source (expansion?)
[August 16, 2018 | 01:46:01.002] Zombie was attacked by Chopov
[August 16, 2018 | 01:46:01.003] Zombie was attacked by Chopov
[August 16, 2018 | 01:46:01.004] Zombie was attacked by Chopov
[August 16, 2018 | 01:46:01.709] Zombie was attacked by Chopov
[August 16, 2018 | 01:46:01.709] Zombie was attacked by Chopov
[August 16, 2018 | 01:46:01.710] Zombie was attacked by Chopov
[August 16, 2018 | 01:46:03.072] Chopov was attacked by Snow Golem
[August 16, 2018 | 01:46:03.073] Chopov was placed into combat by an unknown source (expansion?)
[August 16, 2018 | 01:46:03.121] Zombie was attacked by Chopov
[August 16, 2018 | 01:46:03.122] Zombie was attacked by Chopov
[August 16, 2018 | 01:46:03.872] Zombie was attacked by Chopov
[August 16, 2018 | 01:46:03.872] Zombie was attacked by Chopov
[August 16, 2018 | 01:46:04.673] Zombie was attacked by Chopov
[August 16, 2018 | 01:46:04.674] Zombie was attacked by Chopov
[August 16, 2018 | 01:46:05.424] Zombie was attacked by Chopov
[August 16, 2018 | 01:46:05.424] Zombie was attacked by Chopov
[August 16, 2018 | 01:46:06.325] Chopov was attacked by Snow Golem
[August 16, 2018 | 01:46:06.326] Chopov was placed into combat by an unknown source (expansion?)
[August 16, 2018 | 01:47:06.807] Chopov was attacked by Snow Golem
[August 16, 2018 | 01:47:06.808] Chopov was placed into combat by an unknown source (expansion?)
[August 16, 2018 | 01:47:08.809] Chopov was attacked by Snow Golem
[August 16, 2018 | 01:47:08.809] Chopov was placed into combat by an unknown source (expansion?)
[August 16, 2018 | 01:47:09.808] Chopov was attacked by Snow Golem
[August 16, 2018 | 01:47:09.809] Chopov was placed into combat by an unknown source (expansion?)
[August 16, 2018 | 01:47:10.809] Chopov was attacked by Snow Golem
[August 16, 2018 | 01:47:10.809] Chopov was placed into combat by an unknown source (expansion?)
[August 16, 2018 | 01:47:11.809] Chopov was attacked by Snow Golem
[August 16, 2018 | 01:47:11.809] Chopov was placed into combat by an unknown source (expansion?)
[August 16, 2018 | 01:47:12.809] Chopov was attacked by Snow Golem
[August 16, 2018 | 01:47:12.810] Chopov was placed into combat by an unknown source (expansion?)
[August 16, 2018 | 01:47:16.461] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:16.462] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:16.462] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:16.463] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:17.261] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:17.262] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:17.262] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:17.263] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:17.962] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:17.963] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:17.963] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:17.963] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:19.462] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:19.463] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:19.464] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:20.264] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:20.264] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:20.265] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:21.064] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:21.065] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:21.065] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:22.664] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:22.665] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:23.514] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:23.515] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:24.666] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:25.467] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:30.924] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:31.625] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:32.330] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:39.589] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:41.040] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:41.040] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:41.741] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:41.741] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:42.591] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:43.291] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:43.291] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:44.091] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:44.092] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:45.591] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:46.341] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:47.091] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:51.241] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:51.944] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:51.945] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:52.644] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:52.645] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:52.645] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:53.294] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:53.994] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:53.995] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:53.995] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:53.996] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:53.996] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:54.745] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:54.745] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:54.746] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:54.746] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:54.746] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:55.494] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:55.495] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:55.495] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:55.496] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:55.496] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:56.244] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:56.245] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:56.245] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:56.246] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:56.246] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:56.994] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:56.995] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:56.995] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:56.995] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:56.996] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:57.695] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:57.695] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:57.695] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:57.696] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:58.395] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:58.396] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:58.396] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:59.148] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:59.148] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:59.848] Zombie was attacked by Chopov
[August 16, 2018 | 01:47:59.849] Zombie was attacked by Chopov
[August 16, 2018 | 01:48:01.298] Zombie was attacked by Chopov
[August 16, 2018 | 01:48:02.051] Zombie was attacked by Chopov
[August 16, 2018 | 01:49:05.411] Zombie was attacked by Chopov
[August 16, 2018 | 01:49:05.411] Zombie was attacked by Chopov
[August 16, 2018 | 01:49:05.412] Zombie was attacked by Chopov
[August 16, 2018 | 01:49:06.111] Zombie was attacked by Chopov
[August 16, 2018 | 01:49:06.111] Zombie was attacked by Chopov
[August 16, 2018 | 01:49:06.111] Zombie was attacked by Chopov
[August 16, 2018 | 01:49:06.112] Zombie was attacked by Chopov
[August 16, 2018 | 01:49:06.761] Zombie was attacked by Chopov
[August 16, 2018 | 01:49:06.761] Zombie was attacked by Chopov
[August 16, 2018 | 01:49:06.761] Zombie was attacked by Chopov
[August 16, 2018 | 01:49:06.762] Zombie was attacked by Chopov
[August 16, 2018 | 01:49:07.511] Zombie was attacked by Chopov
[August 16, 2018 | 01:49:07.512] Zombie was attacked by Chopov
[August 16, 2018 | 01:49:07.512] Zombie was attacked by Chopov
[August 16, 2018 | 01:49:07.513] Zombie was attacked by Chopov
[August 16, 2018 | 01:49:08.211] Zombie was attacked by Chopov
[August 16, 2018 | 01:49:08.211] Zombie was attacked by Chopov
[August 16, 2018 | 01:49:08.212] Zombie was attacked by Chopov
[August 16, 2018 | 01:49:08.212] Zombie was attacked by Chopov
[August 16, 2018 | 01:49:08.912] Zombie was attacked by Chopov
[August 16, 2018 | 01:49:09.215] Chopov was attacked by Snow Golem
[August 16, 2018 | 01:49:09.215] Chopov was placed into combat by an unknown source (expansion?)
[August 16, 2018 | 01:49:09.612] Zombie was attacked by Chopov
[August 16, 2018 | 01:49:09.614] Zombie was attacked by Chopov
[August 16, 2018 | 01:49:09.614] Zombie was attacked by Chopov
[August 16, 2018 | 01:49:10.967] Zombie was attacked by Chopov
[August 16, 2018 | 01:49:10.968] Zombie was attacked by Chopov
[August 16, 2018 | 01:49:11.665] Zombie was attacked by Chopov
[August 16, 2018 | 01:49:11.666] Zombie was attacked by Chopov
[August 16, 2018 | 01:49:12.323] Chopov was attacked by Snow Golem
[August 16, 2018 | 01:49:12.323] Chopov was placed into combat by an unknown source (expansion?)
[August 16, 2018 | 01:49:12.420] Zombie was attacked by Chopov
[August 16, 2018 | 01:49:12.421] Zombie was attacked by Chopov
[August 16, 2018 | 01:49:13.428] Chopov was attacked by Snow Golem
[August 16, 2018 | 01:49:13.429] Chopov was placed into combat by an unknown source (expansion?)
[August 16, 2018 | 01:49:13.878] Zombie was attacked by Chopov
[August 16, 2018 | 01:49:14.432] Chopov was attacked by Snow Golem
[August 16, 2018 | 01:49:14.434] Chopov was placed into combat by an unknown source (expansion?)
[August 16, 2018 | 01:49:14.578] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:07.600] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:07.601] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:08.302] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:08.303] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:08.304] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:08.957] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:08.958] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:08.958] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:08.959] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:09.659] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:09.660] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:09.660] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:09.660] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:10.410] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:10.411] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:10.411] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:10.412] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:11.864] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:11.865] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:11.865] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:12.564] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:12.565] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:12.566] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:13.315] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:13.316] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:13.316] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:15.083] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:15.084] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:15.783] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:15.784] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:16.584] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:16.584] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:17.386] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:17.387] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:18.588] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:22.744] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:22.744] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:23.394] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:23.395] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:24.145] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:24.145] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:25.545] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:26.244] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:26.998] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:37.170] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:37.870] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:38.572] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:38.572] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:38.572] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:39.272] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:39.272] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:39.273] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:40.026] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:40.027] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:40.027] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:40.779] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:40.780] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:40.780] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:41.529] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:41.530] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:41.530] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:42.180] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:42.180] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:43.538] Chopov was attacked by Zombie
[August 16, 2018 | 01:50:45.738] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:46.488] Zombie was attacked by Chopov
[August 16, 2018 | 01:50:47.240] Zombie was attacked by Chopov
[August 16, 2018 | 01:51:28.805] Zombie was attacked by Chopov
[August 16, 2018 | 01:51:28.805] Zombie was attacked by Chopov
[August 16, 2018 | 01:51:28.806] Zombie was attacked by Chopov
[August 16, 2018 | 01:51:28.806] Zombie was attacked by Chopov
[August 16, 2018 | 01:51:29.555] Zombie was attacked by Chopov
[August 16, 2018 | 01:51:29.556] Zombie was attacked by Chopov
[August 16, 2018 | 01:51:29.556] Zombie was attacked by Chopov
[August 16, 2018 | 01:51:29.556] Zombie was attacked by Chopov
[August 16, 2018 | 01:51:30.305] Zombie was attacked by Chopov
[August 16, 2018 | 01:51:30.305] Zombie was attacked by Chopov
[August 16, 2018 | 01:51:30.306] Zombie was attacked by Chopov
[August 16, 2018 | 01:51:30.306] Zombie was attacked by Chopov
[August 16, 2018 | 01:51:31.011] Zombie was attacked by Chopov
[August 16, 2018 | 01:51:31.011] Zombie was attacked by Chopov
[August 16, 2018 | 01:51:31.012] Zombie was attacked by Chopov
[August 16, 2018 | 01:51:31.012] Zombie was attacked by Chopov
[August 16, 2018 | 01:51:31.812] Zombie was attacked by Chopov
[August 16, 2018 | 01:51:31.814] Zombie was attacked by Chopov
[August 16, 2018 | 01:51:31.814] Zombie was attacked by Chopov
